personnel_id,week,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change
P0462,12,93.8,100.0,92.0,1.6,1.0
P0463,1,89.2,81.6,80.2,3.4,5.9
P0463,2,94.6,82.8,72.1,2.0,1.2
P0463,3,90.5,99.5,100.0,3.6,2.6
P0463,4,79.8,88.7,73.0,5.5,2.5
P0463,5,86.1,67.6,75.6,5.4,3.0
P0463,6,93.4,80.4,76.6,3.5,5.2
P0463,7,80.6,74.5,70.8,2.8,3.6
P0463,8,83.2,78.4,93.1,4.3,3.3
P0463,9,79.7,93.7,93.1,2.9,2.8
P0463,10,88.5,79.8,91.1,6.4,2.7
P0463,11,96.7,83.6,69.0,3.0,2.6
P0463,12,83.8,83.4,78.7,2.9,2.5
P0464,1,93.0,74.7,65.6,1.3,2.8
P0464,2,92.5,84.9,72.2,5.9,3.2
P0464,3,90.1,91.9,76.1,4.7,2.0
P0464,4,89.3,62.2,82.5,3.1,5.3
P0464,5,94.8,74.2,79.9,4.4,3.0
P0464,6,86.9,73.0,76.9,4.1,4.1
P0464,7,88.4,82.6,73.0,3.8,5.3
P0464,8,85.0,75.3,71.3,5.7,4.0
P0464,9,99.9,68.6,94.0,3.9,4.3
P0464,10,90.7,75.7,64.4,1.8,4.2
P0464,11,91.6,81.5,64.5,7.7,2.7
P0464,12,98.4,64.7,99.3,2.6,5.2
P0465,1,94.2,84.5,72.9,1.0,3.5
P0465,2,90.4,99.7,92.9,4.9,2.9
P0465,3,93.5,100.0,85.5,4.1,1.0
P0465,4,87.5,85.3,78.7,2.4,2.7
P0465,5,97.3,97.1,85.0,4.3,2.8
P0465,6,78.0,91.5,89.0,3.8,5.1
P0465,7,87.9,85.5,54.4,3.4,4.8
P0465,8,93.8,83.4,80.5,2.4,2.7
P0465,9,90.5,94.7,75.4,4.2,1.0
P0465,10,84.2,99.8,61.6,2.0,2.3
P0465,11,78.8,90.9,83.8,3.9,2.7
P0465,12,90.9,100.0,88.9,1.3,1.3
P0466,1,91.8,66.9,99.8,3.2,4.9
P0466,2,87.0,83.4,77.8,3.7,3.5
P0466,3,91.7,80.8,91.8,6.2,3.5
P0466,4,79.1,77.9,76.5,3.3,2.8
P0466,5,81.6,67.5,80.8,4.8,4.6
P0466,6,89.3,79.7,88.6,1.7,4.4
P0466,7,80.9,74.3,93.6,1.0,1.7
P0466,8,89.8,74.5,100.0,2.9,2.9
P0466,9,81.5,53.5,90.1,5.6,5.4
P0466,10,91.6,88.6,78.2,4.4,3.8
P0466,11,97.4,80.5,58.5,1.9,1.0
P0466,12,100.0,71.0,76.6,7.2,2.9
P0467,1,97.9,81.7,85.6,1.9,4.5
P0467,2,91.2,89.0,76.0,4.0,3.2
P0467,3,96.9,78.0,80.0,2.1,2.0
P0467,4,93.0,78.1,78.9,5.9,3.6
P0467,5,80.5,88.8,72.2,3.1,2.0
P0467,6,88.5,82.3,76.9,1.6,1.0
P0467,7,95.1,67.1,64.5,2.3,5.4
P0467,8,99.6,72.0,72.2,5.4,2.9
P0467,9,90.3,82.4,94.8,1.1,5.4
P0467,10,86.8,77.4,80.3,1.3,3.9
P0467,11,88.1,81.9,79.9,2.9,4.5
P0467,12,100.0,84.2,71.7,3.2,3.0
P0468,1,86.4,84.0,83.0,3.9,1.3
P0468,2,100.0,89.7,81.5,4.7,2.6
P0468,3,94.3,87.8,53.5,3.1,4.6
P0468,4,86.0,96.7,66.0,4.0,1.3
P0468,5,95.5,99.7,90.9,2.3,1.0
P0468,6,92.3,97.7,78.5,4.4,2.1
P0468,7,86.0,93.2,76.7,1.0,1.5
P0468,8,88.9,80.6,86.3,3.7,1.5
P0468,9,89.0,93.5,78.0,3.5,4.2
P0468,10,96.0,97.7,85.2,1.4,2.0
P0468,11,91.3,87.3,94.5,2.8,2.7
P0468,12,84.1,79.2,78.0,3.7,3.4
P0469,1,89.6,88.6,98.7,2.7,4.2
P0469,2,83.1,88.2,90.4,4.1,1.8
P0469,3,89.4,62.6,85.4,4.5,6.2
P0469,4,90.3,79.0,63.7,3.9,3.0
P0469,5,89.6,74.4,74.6,5.5,4.8
P0469,6,88.7,87.7,73.2,2.7,3.7
P0469,7,87.0,75.8,78.2,1.0,2.3
P0469,8,90.0,67.2,85.1,4.6,5.8
P0469,9,87.3,69.8,80.7,3.5,2.7
P0469,10,92.4,84.5,80.0,7.1,2.6
P0469,11,93.4,85.5,87.7,2.3,3.4
P0469,12,95.1,70.7,92.1,4.9,2.5
P0470,1,93.1,91.6,64.6,4.0,2.1
P0470,2,91.3,86.5,91.7,1.6,1.0
P0470,3,87.6,90.1,77.3,2.7,2.7
P0470,4,100.0,99.9,78.7,2.4,2.1
P0470,5,94.4,75.7,55.6,2.7,1.0
P0470,6,85.8,72.4,95.3,1.7,3.6
P0470,7,90.1,91.9,81.1,5.1,2.4
P0470,8,97.7,100.0,89.7,4.6,1.0
P0470,9,83.3,94.4,93.8,2.6,2.8
P0470,10,93.1,91.7,71.9,5.1,1.0
P0470,11,85.7,95.1,69.2,2.1,1.0
P0470,12,91.3,96.1,83.4,1.0,3.9
P0471,1,93.6,74.2,79.2,2.5,2.7
P0471,2,82.7,98.5,93.4,5.1,1.9
P0471,3,94.1,72.0,72.4,2.9,3.7
P0471,4,100.0,77.2,100.0,3.1,2.6
P0471,5,83.1,76.5,82.7,3.5,4.0
P0471,6,90.5,72.5,73.1,2.9,3.4
P0471,7,85.5,69.7,94.0,1.5,5.5
P0471,8,87.5,81.1,84.3,2.8,2.2
P0471,9,100.0,81.9,71.5,2.8,3.5
P0471,10,83.4,85.6,70.5,3.0,3.1
P0471,11,85.1,77.0,76.7,3.7,3.6
P0471,12,87.4,88.9,86.9,5.7,3.1
P0472,1,85.7,87.6,70.5,2.4,3.0
P0472,2,88.8,92.6,71.4,1.6,1.5
P0472,3,91.3,96.0,88.3,2.2,1.4
P0472,4,99.8,97.3,79.3,5.9,2.5
P0472,5,87.3,100.0,70.9,6.6,1.1
P0472,6,100.0,93.8,82.2,5.0,1.2
P0472,7,88.5,95.5,94.9,4.0,1.0
P0472,8,84.9,79.2,88.3,2.5,4.5
P0472,9,84.6,87.6,73.8,2.0,2.6
P0472,10,89.1,100.0,86.6,6.9,1.0
P0472,11,93.5,94.2,79.9,2.8,2.0
P0472,12,83.6,91.6,93.5,1.0,1.7
P0473,1,76.8,93.3,72.8,3.6,2.7
P0473,2,82.1,100.0,78.5,4.6,2.5
P0473,3,89.1,100.0,85.1,5.2,1.2
P0473,4,93.5,100.0,75.6,5.0,2.1
P0473,5,91.9,89.2,90.4,2.5,1.0
P0473,6,93.8,100.0,82.8,4.9,1.2
P0473,7,88.7,100.0,69.1,5.0,1.0
P0473,8,84.6,100.0,85.0,3.1,1.2
P0473,9,93.1,90.8,68.0,2.6,3.3
P0473,10,82.2,93.9,72.4,4.2,1.0
P0473,11,89.4,100.0,83.6,3.9,1.6
P0473,12,91.2,100.0,75.7,3.5,1.0
P0474,1,86.0,96.5,83.8,4.2,2.3
P0474,2,87.0,91.8,81.3,4.4,1.0
P0474,3,84.9,97.0,92.5,4.6,2.2
P0474,4,78.5,94.8,64.4,2.5,1.0
P0474,5,92.3,99.9,74.8,1.0,2.7
P0474,6,81.5,98.3,76.4,4.7,2.0
P0474,7,89.1,100.0,72.5,2.7,1.2
P0474,8,90.8,93.2,79.2,4.4,1.0
P0474,9,100.0,84.5,60.4,4.3,3.1
P0474,10,93.0,98.3,79.6,1.8,2.6
P0474,11,90.7,95.8,83.1,3.5,4.1
P0474,12,88.7,100.0,86.8,5.0,1.2
P0475,1,93.0,92.7,94.0,4.1,3.3
P0475,2,85.7,80.9,73.3,5.3,5.1
P0475,3,94.5,99.0,74.4,2.8,1.0
P0475,4,90.6,98.6,90.6,1.0,2.2
P0475,5,93.2,98.4,100.0,1.1,2.6
P0475,6,90.8,100.0,63.7,5.4,1.0
P0475,7,98.0,92.0,82.3,1.0,3.8
P0475,8,87.3,96.8,99.9,3.5,1.9
P0475,9,87.7,98.9,83.1,5.1,2.7
P0475,10,81.5,99.1,60.2,2.6,1.1
P0475,11,94.4,90.9,95.4,4.6,3.6
P0475,12,92.0,100.0,72.8,2.8,2.4
P0476,1,90.8,75.9,60.3,5.2,2.5
P0476,2,91.0,77.5,90.9,4.4,3.0
P0476,3,91.1,90.0,76.2,4.1,2.6
P0476,4,86.9,91.1,80.7,4.8,1.8
P0476,5,79.6,84.2,87.3,1.8,1.3
P0476,6,100.0,84.0,74.0,4.2,3.7
P0476,7,97.7,89.1,84.4,4.2,4.0
P0476,8,91.1,72.9,82.6,1.0,4.4
P0476,9,88.2,99.1,83.5,3.4,1.3
P0476,10,100.0,86.9,86.7,3.2,4.7
P0476,11,83.2,94.9,53.9,2.7,3.9
P0476,12,92.7,75.9,91.1,4.2,3.2
P0477,1,96.7,75.6,87.4,6.0,4.1
P0477,2,83.4,98.7,85.6,1.7,2.8
P0477,3,93.2,71.7,79.5,2.2,4.0
P0477,4,90.8,78.2,66.5,2.0,4.5
P0477,5,90.6,84.4,100.0,4.2,5.2
P0477,6,89.4,71.9,93.2,3.5,2.9
P0477,7,90.0,78.0,96.7,4.8,3.5
P0477,8,92.8,73.7,86.6,2.3,4.4
P0477,9,86.4,75.4,72.7,2.0,2.2
P0477,10,82.0,90.7,87.4,1.6,2.8
P0477,11,100.0,70.8,70.8,1.7,3.0
P0477,12,85.4,85.1,86.1,1.0,1.9
P0478,1,86.7,73.3,72.1,4.3,5.5
P0478,2,86.7,77.5,96.0,5.0,4.0
P0478,3,85.6,100.0,86.0,5.0,2.0
P0478,4,92.7,87.6,75.7,4.7,1.7
P0478,5,94.9,96.0,100.0,4.5,1.3
P0478,6,97.3,95.7,81.0,1.0,1.6
P0478,7,89.1,76.6,80.2,6.6,3.6
P0478,8,92.7,74.7,89.6,1.4,4.9
P0478,9,93.2,78.0,95.9,4.0,3.0
P0478,10,95.4,95.1,100.0,2.4,1.8
P0478,11,89.0,83.5,69.4,1.0,4.0
P0478,12,80.0,77.4,81.5,2.5,4.2
P0479,1,86.5,68.4,69.2,4.5,5.3
P0479,2,95.2,86.0,96.6,3.5,3.6
P0479,3,88.1,72.5,62.2,3.5,3.7
P0479,4,93.6,63.1,80.9,4.4,5.2
P0479,5,92.8,85.7,99.3,2.7,2.9
P0479,6,85.3,83.3,67.2,3.6,2.8
P0479,7,100.0,82.8,67.7,1.5,4.6
P0479,8,84.6,65.7,81.7,2.3,3.1
P0479,9,96.5,75.8,78.7,3.7,3.5
P0479,10,85.8,75.0,74.6,3.3,3.2
P0479,11,79.4,67.5,68.6,5.3,4.4
P0479,12,92.3,81.6,68.6,4.7,4.0
P0480,1,91.2,99.8,69.0,2.2,2.1
P0480,2,100.0,93.1,73.6,2.0,1.0
P0480,3,93.7,100.0,78.3,1.6,3.1
P0480,4,93.1,100.0,71.6,2.4,2.3
P0480,5,89.2,85.1,70.3,5.6,3.7
P0480,6,89.4,99.7,84.9,3.4,1.0
P0480,7,79.0,100.0,88.5,2.2,2.0
P0480,8,85.5,73.8,77.3,3.4,2.6
P0480,9,83.5,100.0,73.9,1.0,1.8
P0480,10,87.4,94.2,73.7,1.0,1.6
P0480,11,92.3,100.0,66.3,1.9,1.7
P0480,12,98.4,99.2,82.6,4.1,3.6
P0481,1,87.8,86.6,69.8,3.0,1.9
P0481,2,88.1,79.7,85.0,3.2,5.6
P0481,3,86.3,64.1,79.9,3.1,4.1
P0481,4,94.5,81.3,76.7,2.6,2.3
P0481,5,84.5,90.8,76.0,2.6,3.7
P0481,6,83.5,78.1,68.0,2.5,4.4
P0481,7,83.5,74.6,75.0,6.7,4.2
P0481,8,91.5,84.5,88.6,4.5,4.1
P0481,9,92.6,62.2,82.3,3.4,3.0
P0481,10,79.8,81.6,100.0,3.8,2.8
P0481,11,82.3,79.0,68.6,4.4,4.8
P0481,12,91.4,78.8,85.5,2.0,1.8
P0482,1,92.9,92.9,75.8,2.2,3.8
P0482,2,88.7,100.0,65.8,3.2,1.0
P0482,3,85.7,77.0,84.6,4.3,3.5
P0482,4,92.3,90.7,77.5,2.1,3.3
P0482,5,84.3,79.8,86.2,2.2,4.4
P0482,6,94.6,88.9,100.0,8.0,4.1
P0482,7,82.3,80.2,91.2,5.2,4.7
P0482,8,91.2,89.7,80.1,4.9,1.8
P0482,9,94.2,96.5,81.0,4.6,1.0
P0482,10,92.3,86.2,72.0,3.7,5.5
P0482,11,91.9,85.1,98.3,4.2,2.6
P0482,12,80.3,87.6,99.0,2.3,4.0
P0483,1,93.3,71.1,87.3,1.0,3.5
P0483,2,87.5,54.9,85.2,3.6,4.8
P0483,3,93.7,78.2,69.6,2.4,4.1
P0483,4,80.2,85.7,68.4,2.9,4.1
P0483,5,96.1,57.4,93.3,2.1,6.1
P0483,6,88.7,71.5,60.4,2.5,4.4
P0483,7,91.8,94.1,68.9,3.4,1.9
P0483,8,98.3,89.5,85.5,3.4,4.6
P0483,9,90.6,57.5,60.1,2.0,5.2
P0483,10,89.0,87.1,90.2,1.0,4.0
P0483,11,81.7,75.9,79.4,2.5,4.1
P0483,12,100.0,85.4,78.5,1.5,1.7
P0484,1,92.1,86.4,95.7,5.7,2.9
P0484,2,84.6,86.2,81.9,2.9,2.5
P0484,3,93.8,98.9,87.0,3.9,1.0
P0484,4,94.7,78.3,76.9,4.8,6.4
P0484,5,96.2,87.5,98.0,2.5,2.4
P0484,6,88.2,82.0,90.4,2.4,3.2
P0484,7,76.8,90.1,80.9,5.9,2.4
P0484,8,88.1,90.6,75.4,4.4,2.0
P0484,9,81.5,86.7,70.2,4.5,1.0
P0484,10,85.2,95.8,69.7,2.1,3.2
P0484,11,91.0,77.3,74.8,4.0,3.9
P0484,12,91.0,93.5,84.9,3.4,1.0
P0485,1,90.7,99.3,74.4,4.4,2.3
P0485,2,87.3,91.4,81.8,3.1,4.0
P0485,3,91.8,100.0,61.3,4.4,1.4
P0485,4,92.7,100.0,81.0,4.5,1.0
P0485,5,85.1,88.0,62.5,1.9,3.2
P0485,6,90.0,100.0,67.8,3.4,1.0
P0485,7,91.0,100.0,81.3,5.5,2.7
P0485,8,75.0,100.0,62.0,6.6,1.6
P0485,9,80.5,89.2,76.2,4.2,3.2
P0485,10,89.6,87.5,76.5,5.2,1.0
P0485,11,77.0,100.0,82.5,4.0,2.9
P0485,12,82.7,93.3,78.3,7.3,1.0
P0486,1,87.2,100.0,86.4,1.0,2.2
P0486,2,81.5,100.0,75.3,3.9,1.0
P0486,3,91.4,99.9,93.5,3.8,1.0
P0486,4,100.0,90.4,86.2,4.1,2.4
P0486,5,100.0,90.5,85.6,1.4,2.0
P0486,6,80.9,97.1,78.6,2.1,2.3
P0486,7,95.4,100.0,80.6,3.4,1.0
P0486,8,95.4,100.0,65.9,3.3,2.9
P0486,9,100.0,100.0,54.7,3.2,1.0
P0486,10,88.8,93.2,66.4,3.4,1.0
P0486,11,91.6,100.0,98.1,3.9,3.1
P0486,12,87.3,88.2,73.2,4.5,4.3
P0487,1,84.3,99.3,71.0,2.4,1.0
P0487,2,82.7,100.0,79.7,3.6,2.1
P0487,3,91.0,100.0,61.8,4.8,1.0
P0487,4,96.2,100.0,84.2,4.4,2.5
P0487,5,84.1,86.3,83.8,3.7,1.8
P0487,6,94.1,99.7,84.6,6.1,1.0
P0487,7,94.8,96.0,85.6,4.2,2.8
P0487,8,92.3,100.0,81.0,4.3,2.7
P0487,9,83.6,100.0,67.8,2.3,1.2
P0487,10,100.0,98.6,96.5,4.3,3.3
P0487,11,70.3,87.0,68.2,3.9,1.0
P0487,12,92.3,92.2,85.1,3.2,3.9
P0488,1,85.8,86.9,76.6,3.6,3.7
P0488,2,97.5,92.9,83.5,2.5,1.8
P0488,3,87.7,100.0,72.5,2.1,1.0
P0488,4,88.5,84.7,93.4,3.8,1.0
P0488,5,95.9,92.5,91.2,5.4,1.7
P0488,6,79.8,90.7,84.3,3.2,2.2
P0488,7,88.0,100.0,84.9,5.7,1.6
P0488,8,90.9,99.3,84.2,1.6,2.7
P0488,9,95.2,100.0,83.4,3.4,2.3
P0488,10,86.3,92.2,70.0,2.9,4.0
P0488,11,81.8,100.0,83.5,3.5,3.0
P0488,12,80.2,100.0,79.0,2.2,1.0
P0489,1,88.6,64.4,77.2,2.9,3.9
P0489,2,90.4,70.8,78.2,2.4,2.5
P0489,3,91.9,67.4,100.0,4.9,4.7
P0489,4,98.3,63.9,96.6,2.3,5.5
P0489,5,91.1,82.5,89.6,2.8,4.2
P0489,6,94.1,75.5,88.5,4.8,3.9
P0489,7,78.7,76.8,73.6,1.0,2.9
P0489,8,96.6,67.0,87.0,3.6,3.9
P0489,9,99.5,77.7,82.1,4.0,5.3
P0489,10,97.6,60.1,74.5,2.9,3.8
P0489,11,83.6,69.6,82.2,3.9,4.1
P0489,12,98.6,75.3,100.0,1.0,2.7
P0490,1,86.9,80.6,75.4,3.5,4.3
P0490,2,83.1,87.0,86.7,1.0,1.6
P0490,3,87.2,89.3,88.8,2.3,2.5
P0490,4,78.8,78.5,70.1,4.1,2.8
P0490,5,98.4,100.0,75.6,5.9,1.0
P0490,6,100.0,73.3,54.3,1.5,4.1
P0490,7,94.4,83.2,93.5,3.7,1.5
P0490,8,100.0,85.7,60.4,3.9,3.4
P0490,9,88.4,79.3,73.7,3.0,2.5
P0490,10,89.9,100.0,84.6,3.6,1.0
P0490,11,94.4,81.0,73.4,3.2,3.2
P0490,12,84.8,68.4,68.4,3.5,5.6
P0491,1,98.4,90.6,95.3,3.3,1.0
P0491,2,91.3,78.7,86.4,2.3,1.3
P0491,3,95.5,83.0,72.5,4.6,5.1
P0491,4,91.7,67.8,91.7,1.0,4.8
P0491,5,96.8,84.5,81.8,3.5,2.5
P0491,6,88.3,80.0,70.1,4.2,5.0
P0491,7,89.3,68.6,91.0,3.2,4.9
P0491,8,97.8,84.3,58.7,3.4,3.1
P0491,9,100.0,84.6,87.2,2.6,2.7
P0491,10,88.8,95.3,76.4,4.1,2.3
P0491,11,84.0,60.1,69.9,3.3,4.4
P0491,12,78.3,85.9,86.0,3.4,3.8
P0492,1,90.1,90.2,99.7,2.7,1.4
P0492,2,91.8,76.0,74.3,6.2,5.4
P0492,3,96.8,74.1,78.2,2.7,4.3
P0492,4,90.0,100.0,71.2,2.3,1.8
P0492,5,88.9,87.6,85.4,6.8,2.8
P0492,6,95.7,86.4,81.9,3.2,1.0
P0492,7,90.7,100.0,88.7,1.0,1.0
P0492,8,86.8,84.0,84.9,5.5,2.0
P0492,9,98.9,100.0,80.5,4.7,1.4
P0492,10,81.0,83.1,80.1,3.3,1.2
P0492,11,87.7,94.2,89.7,2.3,2.6
P0492,12,88.3,88.9,81.6,5.7,4.6
P0493,1,100.0,73.4,76.4,3.5,3.5
P0493,2,89.0,90.0,83.3,3.4,2.2
P0493,3,89.6,73.8,81.9,4.1,5.2
P0493,4,79.2,79.7,74.3,2.1,3.1
P0493,5,87.3,81.9,89.7,4.2,3.6
P0493,6,80.0,75.8,84.7,4.1,3.3
P0493,7,80.5,72.0,85.5,1.8,4.7
P0493,8,79.5,77.9,72.9,3.5,2.6
P0493,9,86.8,80.5,73.4,5.0,5.0
P0493,10,97.9,73.1,80.1,4.6,3.4
P0493,11,92.3,82.7,65.1,4.1,4.9
P0493,12,88.3,73.4,91.1,5.1,4.1
P0494,1,95.7,72.2,94.4,6.5,6.1
P0494,2,87.8,61.1,78.9,4.7,4.8
P0494,3,89.4,71.5,73.6,2.8,4.5
P0494,4,95.6,63.2,94.5,3.7,5.3
P0494,5,78.6,62.3,64.2,2.8,3.8
P0494,6,81.6,72.7,69.9,1.0,4.3
P0494,7,96.8,55.7,85.8,4.4,4.9
P0494,8,96.0,69.1,73.2,1.0,4.1
P0494,9,83.5,73.8,94.6,2.7,5.9
P0494,10,96.7,75.2,87.0,3.7,2.9
P0494,11,90.5,75.8,92.5,4.3,3.3
P0494,12,95.6,61.1,81.2,1.6,5.5
P0495,1,90.2,69.7,100.0,5.8,3.4
P0495,2,91.6,75.1,89.7,1.0,2.8
P0495,3,89.2,79.7,70.5,3.7,3.2
P0495,4,87.8,69.8,78.4,6.3,4.0
P0495,5,100.0,70.3,67.8,2.3,5.7
P0495,6,82.7,77.9,89.9,2.3,3.8
P0495,7,99.0,86.0,95.0,4.3,5.1
P0495,8,83.6,68.7,88.7,3.1,4.1
P0495,9,85.1,67.1,81.3,4.1,3.1
P0495,10,97.0,79.7,68.3,3.0,2.5
P0495,11,96.8,78.6,76.1,4.0,3.7
P0495,12,95.4,88.8,81.9,3.5,1.3
P0496,1,93.5,87.2,80.4,4.7,1.5
P0496,2,94.0,89.1,82.4,4.6,3.0
P0496,3,87.2,80.6,85.9,2.4,3.9
P0496,4,87.0,79.6,100.0,3.3,1.9
P0496,5,77.8,86.9,80.9,3.2,2.0
P0496,6,92.1,95.0,74.6,4.0,1.9
P0496,7,90.9,90.9,74.6,1.8,3.0
P0496,8,86.0,100.0,84.3,1.7,2.2
P0496,9,85.8,85.8,85.2,2.1,2.4
P0496,10,83.8,98.0,79.7,5.8,2.9
P0496,11,85.7,90.3,80.6,4.9,2.6
P0496,12,96.6,97.9,85.7,3.5,1.6
P0497,1,95.5,100.0,88.4,4.2,2.2
P0497,2,83.8,98.0,84.9,2.4,1.1
P0497,3,92.5,100.0,88.4,4.4,1.0
P0497,4,98.2,85.2,62.9,5.2,3.3
P0497,5,94.4,93.6,68.9,3.9,1.9
P0497,6,98.0,100.0,80.7,4.1,1.6
P0497,7,93.8,100.0,78.7,3.0,1.8
P0497,8,93.3,100.0,83.2,4.6,2.5
P0497,9,96.4,100.0,98.4,3.5,3.6
P0497,10,97.0,100.0,93.5,3.6,2.0
P0497,11,93.1,100.0,88.5,3.2,1.3
P0497,12,92.7,100.0,66.7,5.8,1.5
P0498,1,92.0,71.8,82.9,4.1,3.7
P0498,2,93.9,73.9,73.6,3.8,3.1
P0498,3,86.8,79.9,78.1,4.3,2.8
P0498,4,93.6,75.2,81.8,5.0,3.0
P0498,5,91.7,86.6,66.4,2.9,4.3
P0498,6,80.0,83.6,83.3,2.7,2.5
P0498,7,84.0,71.0,84.5,3.6,2.7
P0498,8,95.4,77.8,71.8,1.0,3.5
P0498,9,90.7,88.4,74.4,4.3,2.6
P0498,10,92.3,71.4,84.5,1.0,4.2
P0498,11,80.9,78.6,81.3,1.0,3.7
P0498,12,82.7,79.5,80.3,3.6,2.9
P0499,1,83.8,75.0,69.7,3.7,3.3
P0499,2,84.9,75.9,81.8,4.2,3.5
P0499,3,88.4,78.1,72.3,1.7,3.5
P0499,4,79.6,81.3,95.2,1.4,4.4
P0499,5,97.9,88.3,79.6,2.4,2.8
P0499,6,88.8,84.3,74.1,3.8,2.4
P0499,7,83.3,71.9,100.0,6.8,3.6
P0499,8,82.4,82.2,69.2,2.6,3.9
P0499,9,84.9,69.1,92.2,3.6,5.7
P0499,10,92.0,77.5,68.9,4.3,4.6
P0499,11,87.3,83.9,94.9,3.9,1.9
P0499,12,97.6,84.3,91.0,5.2,3.0
P0500,1,85.3,77.3,74.5,3.8,4.4
P0500,2,93.0,91.4,71.9,6.3,1.0
P0500,3,100.0,87.2,74.0,4.7,1.8
P0500,4,88.9,100.0,91.4,3.2,2.8
P0500,5,85.6,71.0,81.2,2.8,2.5
P0500,6,92.1,100.0,79.1,1.4,1.8
P0500,7,84.7,94.2,90.2,1.4,1.8
P0500,8,78.0,100.0,86.7,3.1,1.6
P0500,9,89.8,80.7,100.0,3.7,3.8
P0500,10,84.0,78.5,76.4,3.6,3.2
P0500,11,86.2,86.8,89.1,3.1,1.3
P0500,12,77.9,96.8,87.3,1.8,1.7
P0501,1,92.1,92.8,67.0,2.7,2.5
P0501,2,79.8,82.0,55.2,2.1,2.7
P0501,3,77.7,81.4,72.7,1.0,2.3
P0501,4,90.3,83.1,87.0,3.1,3.9
P0501,5,91.4,87.4,80.0,4.3,2.7
P0501,6,81.4,89.7,75.7,5.3,2.2
P0501,7,96.8,82.0,83.9,3.6,3.8
P0501,8,88.9,93.0,84.3,2.9,3.4
P0501,9,85.6,75.2,74.7,4.5,3.2
P0501,10,90.4,89.4,88.1,1.7,2.3
P0501,11,92.0,80.0,77.0,3.9,2.0
P0501,12,77.1,89.4,71.9,6.2,3.6
P0502,1,85.6,78.2,77.9,2.6,3.9
P0502,2,82.8,80.2,84.1,1.6,1.9
P0502,3,94.2,73.3,79.0,1.5,3.8
P0502,4,83.8,85.0,87.9,2.6,2.2
P0502,5,95.2,71.5,66.5,5.2,3.4
P0502,6,91.2,70.1,84.3,2.4,4.7
P0502,7,80.8,76.8,78.1,6.8,5.0
P0502,8,89.2,67.7,71.9,3.6,6.3
P0502,9,91.4,79.4,63.3,2.9,2.7
P0502,10,94.8,84.4,85.0,4.3,3.6
P0502,11,89.6,72.2,69.2,4.3,2.5
P0502,12,81.6,82.6,82.1,2.8,2.3
P0503,1,96.9,99.3,95.1,4.1,2.2
P0503,2,82.9,98.0,69.3,5.5,2.6
P0503,3,98.5,100.0,83.7,3.8,1.5
P0503,4,91.7,100.0,77.0,5.8,1.6
P0503,5,91.3,92.7,100.0,3.7,1.2
P0503,6,92.1,100.0,83.7,3.8,1.2
P0503,7,96.4,100.0,80.1,3.9,1.9
P0503,8,86.2,100.0,72.3,4.6,2.9
P0503,9,86.9,100.0,69.8,2.1,1.0
P0503,10,91.2,100.0,63.4,1.0,2.2
P0503,11,92.6,97.9,77.2,3.1,2.0
P0503,12,93.7,100.0,87.4,5.5,1.7
P0504,1,87.2,89.8,80.2,6.1,4.3
P0504,2,83.5,100.0,87.5,6.9,1.4
P0504,3,86.3,92.8,81.8,6.3,3.0
P0504,4,82.2,83.7,100.0,4.4,2.8
P0504,5,87.5,91.2,40.8,2.6,1.6
P0504,6,90.8,87.9,81.4,5.5,1.2
P0504,7,93.0,99.4,89.0,4.7,2.2
P0504,8,76.6,100.0,71.3,1.8,1.9
P0504,9,79.2,89.2,71.3,4.3,3.0
P0504,10,96.4,89.9,78.8,4.7,2.7
P0504,11,96.5,94.0,77.9,4.7,3.2
P0504,12,91.8,91.0,86.2,3.7,3.8
P0505,1,93.9,92.7,93.0,5.4,3.1
P0505,2,91.6,95.6,90.5,2.3,1.7
P0505,3,97.9,96.2,73.9,2.1,2.1
P0505,4,85.4,95.7,100.0,1.0,2.0
P0505,5,87.2,89.3,78.1,1.0,1.2
P0505,6,93.8,97.3,73.9,2.1,3.9
P0505,7,92.8,95.1,91.0,3.9,1.0
P0505,8,88.9,76.8,68.9,1.0,2.1
P0505,9,88.3,93.0,79.6,2.5,1.5
P0505,10,89.9,91.9,70.1,3.9,1.9
P0505,11,97.0,81.8,69.2,5.8,2.0
P0505,12,96.5,87.1,97.4,4.7,4.4
P0506,1,99.8,97.8,80.2,4.0,1.8
P0506,2,91.7,100.0,79.2,3.1,1.9
P0506,3,94.9,73.2,97.4,7.5,6.3
P0506,4,93.8,77.7,66.6,3.1,3.0
P0506,5,94.2,100.0,69.7,3.4,1.4
P0506,6,88.8,96.1,88.1,5.1,1.7
P0506,7,83.7,93.3,66.8,7.9,2.3
P0506,8,97.6,84.1,64.9,5.4,5.1
P0506,9,73.7,100.0,80.2,3.8,1.1
P0506,10,87.0,92.2,89.7,4.8,1.9
P0506,11,100.0,89.1,97.5,6.1,2.3
P0506,12,85.6,92.2,72.1,4.4,2.2
P0507,1,89.2,58.3,67.3,1.0,4.2
P0507,2,97.2,56.0,61.3,4.4,5.0
P0507,3,94.7,83.6,82.6,2.5,4.3
P0507,4,87.6,68.3,82.2,1.8,5.4
P0507,5,87.9,66.2,78.6,3.9,6.1
P0507,6,86.9,65.2,98.7,3.7,4.0
P0507,7,87.1,80.9,74.0,5.3,3.0
